Date,Open,High,Low,Close,Adj Close,Volume,Pct_Change
2021-01-28,166.1699981689453,172.8800048828125,165.9499969482422,171.8800048828125,170.53489685058594,14449100,5.428461975079246
2021-03-08,197.30999755859375,203.02000427246094,193.7899932861328,201.91000366210938,200.3298797607422,25093200,6.274017518415276
2021-11-11,162.88999938964844,163.9600067138672,158.3300018310547,162.11000061035156,160.84133911132812,62366500,-7.073657599832428
2022-01-21,141.22999572753906,141.8699951171875,136.6300048828125,137.3800048828125,136.3048858642578,34491800,-6.93672162090897
2022-03-07,140.27999877929688,140.88999938964844,133.44000244140625,133.5,132.4552459716797,14549700,-5.130756605370856
2022-04-20,126.05000305175781,127.3499984741211,124.11000061035156,124.56999969482422,123.59513092041016,36465700,-5.557229370461247
2022-11-09,90.55000305175781,91.0999984741211,86.27999877929688,86.75,86.07109832763672,62029800,-13.163169797146157
2022-11-11,91.58000183105469,95.58000183105469,91.0999984741211,95.01000213623047,94.26646423339844,22373300,5.029852559290515
2022-11-21,100.12000274658203,100.88999938964844,96.31999969482422,97.58000183105469,96.81634521484375,70273500,6.296285065662066
2023-05-11,94.80000305175781,95.11000061035156,91.87999725341797,92.30999755859375,91.58759307861328,57127200,-8.730470147329738
2023-11-09,87.83999633789062,91.20999908447266,87.5999984741211,90.33999633789062,89.63300323486328,51062700,6.911232672072609
2024-02-08,107.08000183105469,112.7699966430664,106.80000305175781,110.54000091552734,110.0323715209961,60558400,11.498899519381943
2024-05-07,107.25,107.87999725341797,104.20999908447266,105.38999938964844,104.90601348876953,55084600,-9.513182875587745
